Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Actual Tested Testgroup,Vehicle Type,Rated Horsepower,Num of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,Num of Gears,Transmission Lockup?,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,Displacement (L),Axle Ratio,PWR,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),FuelEco,FE_UNIT,Averaging Method Cd,Averging Method Desc
2022,aston martin,ASX,Aston Martin,DB11 V8,562TT5348,0,JASXV04.0AES,Car,503,8,177950,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,JASX10050824,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4,2.7,0.111777778,0.0265,0.07,386.66,0.029,22.7,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,DB11 V8,562TT5348,0,JASXV04.0AES,Car,503,8,177950,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,JASX10050825,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4,2.7,0.111777778,0.0005,0.03,259.74,0.002,33.8,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,DBS,7002PT7056,0,KASXV05.2AM5,Car,715,12,AE31/,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,23,1,Not eqipped,KASX10055440,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.2,2.93,0.158888889,0.0422,0.9848,499.69,0.0262,17.7,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,DBS,7002PT7056,0,KASXV05.2AM5,Car,715,12,AE31/,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,23,1,Not eqipped,KASX10055442,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.2,2.93,0.158888889,0,0.0425,290.25,0.007,30.6,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,DBX,8001PT8342,1,MASXJ04.0AEX,Both,550,8,177950,A,Automatic,9,Y,4-Wheel Drive,2,Top gear ratio < 1,5500,21,1,Not eqipped,MASX10071301,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4,3.06,0.1,0.0146,0.12,521.26,0.009,17.2,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,DBX,8001PT8342,1,MASXJ04.0AEX,Both,550,8,177950,A,Automatic,9,Y,4-Wheel Drive,2,Top gear ratio < 1,5500,21,1,Not eqipped,MASX10071328,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4,3.06,0.1,0,0,327.54,0.002,27.4,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,Vantage V8,600TT6106,0,KASXV04.0AES,Car,503,8,177950,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.1,1,Not eqipped,KASX10053280,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4,2.93,0.12575,0.0261,0.16,393.76,0.015,22.5,MPG,N,No averaging
2022,aston martin,ASX,Aston Martin,Vantage V8,600TT6106,0,KASXV04.0AES,Car,503,8,177950,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.1,1,Not eqipped,KASX10053301,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4,2.93,0.12575,0.0085,0.08,259.04,0.044,34.3,MPG,N,No averaging
2022,BMW,BMX,BMW,228i Gran Coupe,7F72606,0,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066519,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.95,0.0608,0.006645,0.2468089,278.7595253,0.0024674,31.5,MPG,N,No averaging
2022,BMW,BMX,BMW,228i Gran Coupe,7F72606,0,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066520,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.95,0.0608,0.000649,0.0029978,175.4953204,0.0023005,50.2,MPG,N,No averaging
2022,BMW,BMX,BMW,228i Gran Coupe,7F72606,1,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066437,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.95,0.0608,0.0050199,0.2178812,287.6702787,0.0021871,30.5,MPG,N,No averaging
2022,BMW,BMX,BMW,228i Gran Coupe,7F72606,1,MBMXJ02.0B4X,Both,228,4,B46A20O1F44S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066440,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.95,0.0608,0.00003,0.0015,191.3054,0.0021,46,MPG,N,No averaging
2022,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062748,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.95,0.05883871,0.0073892,0.1843343,296.4722894,0.0048707,29.7,MPG,N,No averaging
2022,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062749,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.95,0.05883871,0.0004115,0.0010223,182.9377615,0.0036324,48,MPG,N,No averaging
2022,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062750,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.95,0.05883871,0.0005331,0,194.3658064,0.0048682,45.3,MPG,N,No averaging
2022,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,LBMXJ02.0B4X,Both,228,4,B46A20O1F44X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062751,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.95,0.05883871,0.0070675,0.1985082,302.3054144,0.0092353,29.1,MPG,N,No averaging
2022,BMW,BMX,BMW,230i Coupe,8B66909,0,NBMXJ02.0M48,Both,255,,B48B20O1G42S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,NBMX10070541,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.0136766,0.4038516,259.6035466,0.0246212,33.7,MPG,N,No averaging
2022,BMW,BMX,BMW,230i Coupe,8B66909,0,NBMXJ02.0M48,Both,255,,B48B20O1G42S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,NBMX10070542,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.0032706,0.0902624,174.1833846,0.003494,50.5,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062827,MFR,No,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,2,3.23,0.042588235,0.0297339,0.8745224,359.4342713,,24.7,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062828,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.23,0.042588235,0.0021892,0.5812455,341.6419047,0.0037672,25.6,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062829,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.23,0.042588235,0.0004174,0.085808,294.7770979,0.0077195,29.8,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062831,MFR,No,81,Charge Depleting UDDS,61,Tier 2 Cert Gasoline,CD,2,3.23,0.042588235,,,,,,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062840,MFR,No,84,Charge Depleting Highway,61,Tier 2 Cert Gasoline,CD,2,3.23,0.042588235,,,,,,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10063115,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,3.23,0.042588235,0.00548,0.5862,260.8247,0.0017,33.5,MPG,N,No averaging
2022,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4,XB1142O1G20S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10063116,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.23,0.042588235,0.00004,0.0247,190.9187,0.0029,46,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062797,MFR,No,81,Charge Depleting UDDS,61,Tier 2 Cert Gasoline,CD,2,3.23,0.040222222,,,,,,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062798,MFR,No,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,2,3.23,0.040222222,0.0277153,1.0607568,363.5504027,,24.4,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062799,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.23,0.040222222,0.0031298,0.9666094,416.9023646,0.0030424,21,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062819,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.23,0.040222222,0.0014348,0.4660965,316.6573681,0.0074105,27.7,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062820,MFR,No,84,Charge Depleting Highway,61,Tier 2 Cert Gasoline,CD,2,3.23,0.040222222,,,,,,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10063112,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,3.23,0.040222222,0.00454,0.5262,285.3612,0.002,30.7,MPG,N,No averaging
2022,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4,XB1142O1G20X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10063113,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.23,0.040222222,0.00002,0.0226,202.4443,0.0034,43.5,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,0,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10056048,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.007918,0.138356,259.672,0.0064165,34,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,0,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10056049,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.00069,0.01875,169.73,0.00335,52.1,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10055991,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.0001344,0.0091621,170.757,0.0034842,51.8,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10056050,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.008094,0.158485,261.396,0.0058635,33.9,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10056052,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.008933,0.273618,265,0.010461,33.4,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,2,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10055993,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.0002961,0.0088594,177.665,0.003457,49.7,MPG,N,No averaging
2022,BMW,BMX,BMW,330i,AE81240,2,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-S,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,3875,24,1,Not eqipped,KBMX10056054,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.006204,0.133334,254.619,0.005753,34.7,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056055,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06375,0.007104,0.161214,276.641,0.004519,31.9,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056056,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.000522,0.019147,180.091,0.002952,49.2,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056077,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.0007575,0.0234376,175.499,0.0027538,50.6,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,1,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056057,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06375,0.007751,0.171535,276.433,0.008006,32,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,1,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056058,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.000564,0.025433,177.42,0.00221,50,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,1,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056059,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.000824,0.02084,180.338,0.002711,49.2,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,2,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056060,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06375,0.0066809,0.275964,287.397,0.0088245,30.8,MPG,N,No averaging
2022,BMW,BMX,BMW,330i xDrive,AE82448,2,KBMXJ02.0B4X,Both,255,4,B4620O1-G20-X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4000,24,1,Not eqipped,KBMX10056061,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.0009632,0.0237649,194.203,0.0027058,45.6,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Convertible,CE02317,0,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24,1,Not eqipped,MBMX10066521,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06,0.0068297,0.4669734,289.4469857,0.0078076,30.3,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Convertible,CE02317,0,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24,1,Not eqipped,MBMX10066526,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06,0.0006767,0.0124286,185.0694386,0.0025517,47.5,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Convertible,CE02317,1,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24,1,Not eqipped,MBMX10066529,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06,0.0068193,0.1976641,290.5399473,0.0081514,30.2,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Convertible,CE02317,1,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24,1,Not eqipped,MBMX10066530,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06,0.00016,0.0207,190.2777,0.0025,46.3,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Convertible,CE02317,1,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24,1,Not eqipped,MBMX10066531,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06,0.0066861,0.3485738,285.2944526,0.0093025,30.8,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Convertible,CE02317,1,MBMXJ02.0B4X,Both,255,4,B46B20O1G23S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24,1,Not eqipped,MBMX10066532,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06,0.0000723,0.0026831,189.4482481,0.0022007,46.5,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Coupe,CD19713,0,MBMXJ02.0B4X,Both,255,4,B4620O1G22S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,MBMX10065543,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.0065877,0.2697491,260.1399804,0.0112926,33.8,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Coupe,CD19713,0,MBMXJ02.0B4X,Both,255,4,B4620O1G22S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,MBMX10065544,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.0002143,0.0281343,173.9119441,0.0029412,50.5,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Coupe,CD19713,1,MBMXJ02.0B4X,Both,255,4,B4620O1G22S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,MBMX10065545,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.065806452,0.0076317,0.3757518,273.2400778,0.0081125,32.1,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Coupe,CD19713,1,MBMXJ02.0B4X,Both,255,4,B4620O1G22S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,MBMX10065599,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.0001888,0.0238065,178.9754248,0.0032238,49.1,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Coupe,CD19713,1,MBMXJ02.0B4X,Both,255,4,B4620O1G22S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,24,1,Not eqipped,MBMX10065603,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.065806452,0.0002661,0.0000007,178.204278,0.0033213,49.4,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Gran Coupe,FK23641,0,NBMXJ02.0B4X,Both,255,4,B46B20O1G26S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,23.4,1,Not eqipped,NBMX10070628,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06375,0.006019,0.2581507,266.2575656,0.0045675,33,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Gran Coupe,FK23641,0,NBMXJ02.0B4X,Both,255,4,B46B20O1G26S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,23.4,1,Not eqipped,NBMX10070629,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.0001684,0.0108266,171.3268563,0.0034445,51.4,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Gran Coupe,FK23641,1,NBMXJ02.0B4X,Both,255,4,B46B20O1G26S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,23.4,1,Not eqipped,NBMX10070632,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06375,0.0076248,0.2690801,266.1130407,0.0040831,33,MPG,N,No averaging
2022,BMW,BMX,BMW,430i Gran Coupe,FK23641,1,NBMXJ02.0B4X,Both,255,4,B46B20O1G26S,SA,Semi-Automatic,8,Y,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,23.4,1,Not eqipped,NBMX10070633,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06375,0.0002278,0.0147619,180.3287503,0.0029866,48.8,MPG,N,No averaging
2022,BMW,BMX,BMW,430i xDrive Convertible,CF26844,0,NBMXJ02.0B4X,Both,255,4,B46B20O1G23X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4250,23.9,1,Not eqipped,NBMX10070190,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06,0.0058659,0.2520634,290.4676209,0.0024427,30.3,MPG,N,No averaging
2022,BMW,BMX,BMW,430i xDrive Convertible,CF26844,0,NBMXJ02.0B4X,Both,255,4,B46B20O1G23X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4250,23.9,1,Not eqipped,NBMX10070191,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,2.81,0.06,0.0000865,0.0020431,183.3684527,0.0022714,48,MPG,N,No averaging
2022,BMW,BMX,BMW,430i xDrive Convertible,CF26844,1,NBMXJ02.0B4X,Both,255,4,B46B20O1G23X,SA,Semi-Automatic,8,Y,All Wheel Drive,2,Top gear ratio < 1,4250,23.9,1,Not eqipped,NBMX10070198,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2,2.81,0.06,0.0079082,0.2749315,302.1324852,0.0022837,29.1,MPG,N,No averaging
