Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Actual Tested Testgroup,Vehicle Type,Rated Horsepower,Num of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,Num of Gears,Transmission Lockup?,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,Displacement (L),Axle Ratio,PWR,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),FuelEco,FE_UNIT,Averaging Method Cd,Averging Method Desc
2022,Honda,HNX,ACURA,RDX AWD A-SPEC,EKYF2A,1,KHNXT02.0923,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,24.9,1,Not eqipped,KHNX10052755,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,4.17,0.064,0.00978,0.58,332.91,0.0049,26.6,MPG,N,No averaging
2022,Honda,HNX,ACURA,RDX AWD A-SPEC,EKYF2A,1,KHNXT02.0923,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,24.9,1,Not eqipped,KHNX10052756,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,4.17,0.064,0.00047,0.393,230.22,0.0011,38.5,MPG,N,No averaging
2022,Honda,HNX,ACURA,RDX FWD,EKYF3A,1,KHNXT02.0823,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,KHNX10052099,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,4.17,0.068,0.00045,0.309,221.1,0.0012,40.2,MPG,N,No averaging
2022,Honda,HNX,ACURA,RDX FWD,EKYF3A,1,KHNXT02.0823,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,KHNX10052760,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,4.17,0.068,0.01026,0.457,313.45,0.0047,28.4,MPG,N,No averaging
2022,Honda,HNX,ACURA,RDX FWD A-SPEC,EKYF3A,0,KHNXT02.0923,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,24.9,1,Not eqipped,KHNX10052108,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,4.17,0.064,0.0005,0.338,223.36,0.001,39.8,MPG,N,No averaging
2022,Honda,HNX,ACURA,RDX FWD A-SPEC,EKYF3A,0,KHNXT02.0923,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,24.9,1,Not eqipped,KHNX10052109,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,4.17,0.064,0.00756,0.586,358.15,0.0065,24.8,MPG,N,No averaging
2022,Honda,HNX,ACURA,RDX FWD A-SPEC,EKYF3A,0,KHNXT02.0923,Truck,272,4,KYF1A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,24.9,1,Not eqipped,KHNX10052759,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,4.17,0.064,0.01006,0.427,323.5,0.0049,27.4,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX AWD,EMS81A,2,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,23.6,1,Not eqipped,MHNX10064357,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.53,0.064,0.00629,0.44,333.85,0.0069,26.6,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX AWD,EMS81A,2,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,23.6,1,Not eqipped,MHNX10064358,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.53,0.064,0.00012,0.295,212.49,0.0014,41.8,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX AWD ASPEC,EMS81A,1,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,23.6,1,Not eqipped,MHNX10064352,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.53,0.064,0.006,0.417,334.51,0.0063,26.5,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX AWD ASPEC,EMS81A,1,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,23.6,1,Not eqipped,MHNX10064353,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.53,0.064,0.00025,0.294,213.53,0.0013,41.4,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX FWD,EMS82A,1,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,23.6,1,Not eqipped,MHNX10064363,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.53,0.068,0.00724,0.399,316.82,0.0054,28,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX FWD,EMS82A,1,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,23.6,1,Not eqipped,MHNX10064364,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.53,0.068,0.00032,0.275,201.1,0.0011,44.1,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX FWD ASPEC,EMS82A,0,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,23.6,1,Not eqipped,MHNX10064360,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.53,0.068,0.00685,0.371,320.43,0.0054,27.7,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX FWD ASPEC,EMS82A,0,MHNXV02.0AEC,Car,272,4,MS81A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,23.6,1,Not eqipped,MHNX10064361,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.53,0.068,0.00015,0.302,206.27,0.0013,43,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX Type-S,EMS91A,3,MHNXV03.0GCC,Car,355,6,MS91A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,23.6,1,Not eqipped,MHNX10068237,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3,3.53,0.078888889,0.03608,0.285,354.82,0.0059,24.8,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX Type-S,EMS91A,3,MHNXV03.0GCC,Car,355,6,MS91A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,23.6,1,Not eqipped,MHNX10068238,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3,3.53,0.078888889,0.00103,0.036,237.98,0.001,37.1,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX Type-S Perf Tire,EMS91A,2,MHNXV03.0GCC,Car,355,6,MS91A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,23.6,1,Not eqipped,MHNX10068234,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3,3.53,0.078888889,0.03592,0.29,367.6,0.0073,24,MPG,N,No averaging
2022,Honda,HNX,ACURA,TLX Type-S Perf Tire,EMS91A,2,MHNXV03.0GCC,Car,355,6,MS91A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,23.6,1,Not eqipped,MHNX10068235,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3,3.53,0.078888889,0.00138,0.026,250.93,0.0009,35.2,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EJB21A,2,JHNXV02.06K3,Car,252,4,JB21A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,24,1,Not eqipped,JHNX10050436,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.55,0.0672,0.00705,0.378,306.4,0.004,28.8,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EJB21A,2,JHNXV02.06K3,Car,252,4,JB21A1,SA,Semi-Automatic,10,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,24,1,Not eqipped,JHNX10050437,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.55,0.0672,0,0.227,191.59,0.0002,45.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EMA01C,3,MHNXV01.53EB,Car,192,4,MA01C1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,28.5,1,Not eqipped,MHNX10065770,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,5.36,0.054857143,0.01244,0.141,226.94,0.0077,38.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EMA01C,3,MHNXV01.53EB,Car,192,4,MA01C1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,28.5,1,Not eqipped,MHNX10065771,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.5,5.36,0.054857143,0,0.109,172.08,0.0017,51.3,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EMA01C,4,MHNXV01.53EB,Car,192,4,MA01C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,29.2,1,Not eqipped,MHNX10065776,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,5.36,0.054857143,0.0128,0.141,217.11,0.0093,40.7,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EMA01C,4,MHNXV01.53EB,Car,192,4,MA01C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,29.2,1,Not eqipped,MHNX10065777,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.5,5.36,0.054857143,0,0.083,159.38,0.0016,55.5,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EMA02C,0,MHNXV01.53EB,Car,192,4,MA01C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,29.2,1,Not eqipped,MHNX10065773,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,5.36,0.054857143,0.01195,0.122,212.92,0.0068,41.4,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD,EMA02C,0,MHNXV01.53EB,Car,192,4,MA01C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,29.2,1,Not eqipped,MHNX10065774,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.5,5.36,0.054857143,0,0.082,156.96,0.0014,56.2,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,1,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054775,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,2,3.42,0.039448276,0.02632,0.417,182.38,,48.6,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,1,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054778,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.039448276,0.00226,0.218,188.28,0.0023,47,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,1,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054779,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.42,0.039448276,0.00248,0.251,208.55,0.0005,42.3,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,1,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10055753,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.42,0.039448276,0.01191,0.274,124.16,0.0039,70.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,1,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10055754,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.42,0.039448276,0.0003,0.105,125.28,0.0005,70.5,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,2,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054780,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.42,0.039448276,0.00966,0.281,126.66,0.0042,69.4,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,2,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054781,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.42,0.039448276,0.00023,0.138,131.24,0.0012,67.4,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,2,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054783,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.039448276,0.00216,0.274,190.78,0.0025,46.2,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,2,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054784,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.42,0.039448276,0.00184,0.347,204.03,0.001,43.3,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,2,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,37,1,Not eqipped,KHNX10054785,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,2,3.42,0.039448276,0.0222,0.37,185.03,,47.8,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,3,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10054788,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.038133333,0.00397,0.248,194.92,0.0026,45.3,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,3,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10054789,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.42,0.038133333,0.0028,0.362,223.05,0.0037,39.6,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,3,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10054790,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,2,3.42,0.038133333,0.03997,0.495,191.65,,46,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,3,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10055757,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.42,0.038133333,0.01142,0.276,128.55,0.0041,68.2,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,3,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10055758,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.42,0.038133333,0.00035,0.076,130.24,0.0011,67.8,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,4,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10054793,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.038133333,0.00521,0.196,194.38,0.0027,45.5,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,4,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10054794,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.42,0.038133333,0.00439,0.278,211,0.001,41.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,4,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10054795,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,2,3.42,0.038133333,0.04418,0.49,190.11,,46.5,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,4,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10055759,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.42,0.038133333,0.01313,0.298,128.62,0.0043,68.1,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,DJC21C,4,KHNXV02.0BL2,Car,143,4,KC21C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,37,1,Not eqipped,KHNX10055760,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.42,0.038133333,0.00034,0.102,133.46,0.0007,66.3,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,0,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064895,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.42,0.038133333,0.01024,0.436,140.18,0.0039,63,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,0,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064896,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.038133333,0.01037,0.355,210.31,0.0035,42.1,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,0,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064897,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,2,3.42,0.038133333,0.03947,0.567,210.43,,42.1,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,0,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064898,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.42,0.038133333,0.00032,0.261,144.68,0.0012,60.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,0,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064899,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.42,0.038133333,0.00793,0.648,236,0.0099,37.4,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064933,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2,3.42,0.038133333,0.01057,0.459,145.56,0.0033,60.4,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064934,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2,3.42,0.038133333,0.00044,0.236,146.91,0.0013,60.1,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064935,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.038133333,0.01086,0.4349,220.17,0.0055,40.2,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064936,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.038133333,0.01261,0.333,216.43,0.004,40.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064937,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2,3.42,0.038133333,0.01019,0.413,211.64,0.0042,41.7,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064938,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2,3.42,0.038133333,0.00573,0.542,227.33,0.0061,38.9,MPG,N,No averaging
2022,Honda,HNX,HONDA,ACCORD HYBRID,EMC21F,1,MHNXV02.0BEB,Car,143,4,MC21F1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,36.1,1,Not eqipped,MHNX10064939,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,2,3.42,0.038133333,0.04151,0.508,212.33,,41.7,MPG,N,No averaging
2022,Honda,HNX,HONDA,CIVIC 4DR,EM4A1C,2,NHNXV01.5EEB,Car,180,4,N4A1C1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,26.7,1,Not eqipped,NHNX10067599,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,4.81,0.053333333,0.00905,0.129,213.53,0.0083,41.2,MPG,N,No averaging
2022,Honda,HNX,HONDA,CIVIC 4DR,EM4A1C,2,NHNXV01.5EEB,Car,180,4,N4A1C1,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,26.7,1,Not eqipped,NHNX10067600,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.5,4.81,0.053333333,0,0.149,156.34,0.0012,56.5,MPG,N,No averaging
2022,Honda,HNX,HONDA,CIVIC 4DR,EM4A2C,0,NHNXV01.5EEB,Car,180,4,N4A1C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.4,1,Not eqipped,NHNX10067601,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,4.81,0.055384615,0.00863,0.121,197.81,0.0087,44.6,MPG,N,No averaging
2022,Honda,HNX,HONDA,CIVIC 4DR,EM4A2C,0,NHNXV01.5EEB,Car,180,4,N4A1C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.4,1,Not eqipped,NHNX10067602,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.5,4.81,0.055384615,0.00035,0.145,142.27,0.0012,62.1,MPG,N,No averaging
2022,Honda,HNX,HONDA,CIVIC 4DR,EM4A2C,0,NHNXV01.5EEB,Car,180,4,N4A1C1,CVT,Continuously Variable,1,Y,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.4,1,Not eqipped,NHNX10067606,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,4.81,0.055384615,0.00841,0.132,201.99,0.0103,43.6,MPG,N,No averaging
