,Model Year,VehMake,VehModel,Test Vehicle ID,Test Veh Configuration Num,Actual Tested Testgroup,VehType,Rated Horsepower,Num of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,Num of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,Displacement,PWR,Axle Ratio,THC,CO,CO2,NOx,FuelEco,Aftertreatment Device Desc,Averaging Method Cd,KMeans_Cluster
0,2020,Aston Martin,DB11,500TT5148,0,HASXV05.2AM5,Car,600,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,HASX10045047,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.2,0.1333333333,2.7,0.0247,0.418,466.87,0.0249,18.8,Three-way catalyst,N,2.0
1,2020,Aston Martin,DB11,500TT5148,0,HASXV05.2AM5,Car,600,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,HASX10045048,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.2,0.1333333333,2.7,0.001155,0.067334,285.0,0.011000000000000001,30.9,Three-way catalyst,N,2.0
2,2020,Aston Martin,DB11 V8,562TT5348,0,JASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,JASX10050824,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,0.11177777779999999,2.7,0.0265,0.07,386.66,0.028999999999999998,22.7,Three-way catalyst,N,2.0
3,2020,Aston Martin,DB11 V8,562TT5348,0,JASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,JASX10050825,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,0.11177777779999999,2.7,0.0005,0.03,259.74,0.002,33.8,Three-way catalyst,N,2.0
4,2020,Aston Martin,DBS,7002PT7056,0,KASXV05.2AM5,Car,715,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,23.0,1,Not eqipped,KASX10055440,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.2,0.1588888889,2.93,0.0422,0.9848,499.69,0.0262,17.7,Three-way catalyst,N,2.0
5,2020,Aston Martin,DBS,7002PT7056,0,KASXV05.2AM5,Car,715,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,23.0,1,Not eqipped,KASX10055442,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.2,0.1588888889,2.93,0.0,0.0425,290.25,0.006999999999999999,30.6,Three-way catalyst,N,2.0
6,2020,Aston Martin,Vantage Manual,6031PT6102,0,LASXV04.0AES,Car,503,8.0,177950,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,31.0,1,Not eqipped,LASX10061354,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,0.1298064516,3.73,0.0283,0.6,516.29,0.022000000000000002,17.4,Three-way catalyst,N,2.0
7,2020,Aston Martin,Vantage Manual,6031PT6102,0,LASXV04.0AES,Car,503,8.0,177950,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,31.0,1,Not eqipped,LASX10061355,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,0.1298064516,3.73,0.00889,0.46,306.15,0.0041,29.3,Three-way catalyst,N,2.0
8,2020,Aston Martin,Vantage V8,600TT6106,0,KASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.1,1,Not eqipped,KASX10053280,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,0.12575,2.93,0.0261,0.16,393.76,0.015,22.5,Three-way catalyst,N,2.0
9,2020,Aston Martin,Vantage V8,600TT6106,0,KASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.1,1,Not eqipped,KASX10053301,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,0.12575,2.93,0.0085,0.08,259.04,0.044000000000000004,34.3,Three-way catalyst,N,2.0
10,2020,BMW,228i xDrive Gran Coupe,7D46114,0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062748,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0588387097,2.95,0.007389199999999999,0.18433429999999998,296.47228939999997,0.0048707,29.7,Three-way catalyst,N,2.0
11,2020,BMW,228i xDrive Gran Coupe,7D46114,0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062749,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0588387097,2.95,0.00041150000000000003,0.0010222999999999999,182.9377615,0.0036323999999999996,48.0,Three-way catalyst,N,3.0
12,2020,BMW,228i xDrive Gran Coupe,7D46114,1,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062750,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0588387097,2.95,0.0005331,0.0,194.3658064,0.0048682,45.3,Three-way catalyst,N,2.0
13,2020,BMW,228i xDrive Gran Coupe,7D46114,1,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062751,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0588387097,2.95,0.0070675,0.19850820000000002,302.30541439999996,0.0092353,29.1,Three-way catalyst,N,2.0
14,2020,BMW,230i Convertible,V646702,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX10043924,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.062,2.81,0.0009199999999999999,0.0829,195.26,0.0019,45.8,Three-way catalyst,N,3.0
15,2020,BMW,230i Convertible,V646702,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX10044021,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.062,2.81,0.0031899999999999997,0.1754,293.74,0.0047,30.3,Three-way catalyst,N,2.0
16,2020,BMW,230i Convertible,V646702,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX91003278,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.062,2.81,0.0035086999999999996,0.454953,311.4590798,0.006574299999999999,28.6,Three-way catalyst,N,2.0
17,2020,BMW,230i Convertible,V646702,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX91003279,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.062,2.81,0.0,0.0224097,189.59042119999998,0.002859,46.9,Three-way catalyst,N,3.0
18,2020,BMW,230i Convertible,V646702,2,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,HBMX10043921,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.062,2.81,0.00465,0.4268,285.88,0.0039,31.1,Three-way catalyst,N,2.0
19,2020,BMW,230i Convertible,V646702,2,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,HBMX10043922,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.062,2.81,0.00014,0.0224,185.57,0.0026,48.0,Three-way catalyst,N,3.0
20,2020,BMW,230i Convertible,V646702,3,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,HBMX10043923,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.062,2.81,0.00484,0.28600000000000003,306.3251,0.005,29.1,Three-way catalyst,N,2.0
21,2020,BMW,230i Coupe,V635700,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,37.0,1,Not eqipped,HBMX91003240,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0684137931,3.91,0.0049324,0.2337029,337.1654796,0.0051066,26.4,Three-way catalyst,N,2.0
22,2020,BMW,230i Coupe,V635700,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,37.0,1,Not eqipped,HBMX91003241,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0684137931,3.91,0.00038960000000000004,0.016187299999999998,192.93937580000002,0.0017963,46.1,Three-way catalyst,N,3.0
23,2020,BMW,230i Coupe,V635700,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,36.5,1,Not eqipped,HBMX10043306,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0684137931,3.91,0.00398,0.183,329.23,0.0079,26.9,Three-way catalyst,N,2.0
24,2020,BMW,230i Coupe,V635700,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,36.5,1,Not eqipped,HBMX10043308,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0684137931,3.91,0.00018,0.0165,188.88,0.0029,46.8,Three-way catalyst,N,3.0
25,2020,BMW,230I COUPE,VD10025,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,34.5,1,Not eqipped,LBMX10057588,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0661333333,2.81,0.0036211,0.2281775,289.08984669999995,0.006814399999999999,30.5,Three-way catalyst,N,2.0
26,2020,BMW,230I COUPE,VD10025,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,34.5,1,Not eqipped,LBMX10057622,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0661333333,2.81,0.0,0.0108045,191.8092999,0.0028706,46.0,Three-way catalyst,N,3.0
27,2020,BMW,230I COUPE,VD10025,1,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,34.5,1,Not eqipped,LBMX10057624,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0661333333,2.81,0.006539199999999999,0.3559618,306.73436760000004,0.00675,28.7,Three-way catalyst,N,2.0
28,2020,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057649,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0583529412,2.81,0.0043628,0.3962343,348.3918656,0.0038294000000000006,25.3,Three-way catalyst,N,2.0
29,2020,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057901,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0583529412,2.81,0.0066871000000000005,0.3180505,331.0131394,0.0045083,26.6,Three-way catalyst,N,2.0
30,2020,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057915,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0583529412,2.81,0.0003589,0.0344133,214.1924082,0.0017204,41.2,Three-way catalyst,N,2.0
31,2020,BMW,230I XDRIVE CONVERTIBLE,VD42012,1,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057900,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0583529412,2.81,0.0054115000000000005,0.2606075,345.86795939999996,0.0058468999999999995,25.5,Three-way catalyst,N,2.0
32,2020,BMW,230I XDRIVE COUPE,VD49186,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057882,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.064,2.81,0.0061146,0.21796590000000002,315.3233514,0.0057666,28.0,Three-way catalyst,N,2.0
33,2020,BMW,230I XDRIVE COUPE,VD49186,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057898,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.064,2.81,0.0064702,0.48654189999999997,314.0032169,0.0053771999999999995,28.0,Three-way catalyst,N,2.0
34,2020,BMW,230I XDRIVE COUPE,VD49186,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057899,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.064,2.81,0.0001805,0.0223713,198.2269947,0.0021003,44.6,Three-way catalyst,N,3.0
35,2020,BMW,230I XDRIVE COUPE,VD49186,1,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057627,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.064,2.81,0.004319699999999999,0.3100879,333.43444280000006,0.006414399999999999,26.5,Three-way catalyst,N,2.0
36,2020,BMW,330i,AE81240,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056048,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0658064516,2.81,0.007918000000000001,0.138356,259.672,0.0064165,34.0,Three-way catalyst,N,2.0
37,2020,BMW,330i,AE81240,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056049,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0658064516,2.81,0.0006900000000000001,0.01875,169.73,0.00335,52.1,Three-way catalyst,N,3.0
38,2020,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10055991,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0658064516,2.81,0.00013440000000000001,0.009162100000000001,170.757,0.0034842,51.8,Three-way catalyst,N,3.0
39,2020,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056050,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0658064516,2.81,0.008094,0.158485,261.39599999999996,0.0058635,33.9,Three-way catalyst,N,2.0
40,2020,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056052,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0658064516,2.81,0.008933,0.273618,265.0,0.010461,33.4,Three-way catalyst,N,2.0
41,2020,BMW,330i,AE81240,2,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10055993,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0658064516,2.81,0.00029610000000000004,0.0088594,177.665,0.003457,49.7,Three-way catalyst,N,3.0
42,2020,BMW,330i,AE81240,2,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056054,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.0658064516,2.81,0.006204,0.13333399999999998,254.61900000000003,0.005753,34.7,Three-way catalyst,N,2.0
43,2020,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056055,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.06375,2.81,0.007104000000000001,0.161214,276.64099999999996,0.004519,31.9,Three-way catalyst,N,2.0
44,2020,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056056,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.06375,2.81,0.000522,0.019147,180.09099999999998,0.0029519999999999998,49.2,Three-way catalyst,N,3.0
45,2020,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056077,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.06375,2.81,0.0007575,0.023437599999999996,175.49900000000002,0.0027538,50.6,Three-way catalyst,N,3.0
46,2020,BMW,330i xDrive,AE82448,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056057,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.06375,2.81,0.007751000000000001,0.171535,276.433,0.008006000000000001,32.0,Three-way catalyst,N,2.0
47,2020,BMW,330i xDrive,AE82448,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056058,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.06375,2.81,0.0005639999999999999,0.025433,177.42,0.00221,50.0,Three-way catalyst,N,3.0
48,2020,BMW,330i xDrive,AE82448,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056059,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.06375,2.81,0.000824,0.02084,180.338,0.002711,49.2,Three-way catalyst,N,3.0
49,2020,BMW,330i xDrive,AE82448,2,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056060,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,0.06375,2.81,0.0066809,0.275964,287.397,0.0088245,30.8,Three-way catalyst,N,2.0
50,2020,BMW,330i xDrive,AE82448,2,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056061,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.06375,2.81,0.0009632,0.0237649,194.203,0.0027058000000000004,45.6,Three-way catalyst,N,3.0
51,2020,BMW,330i xDrive Gran Turismo,G439600,10,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24.1,1,Not eqipped,HBMX91003280,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0583529412,2.93,0.0,0.0202745,184.560541,0.0022059000000000002,48.1,Three-way catalyst,N,3.0
52,2020,BMW,330i xDrive Gran Turismo,G439600,10,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24.1,1,Not eqipped,HBMX91003283,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0583529412,2.93,0.0045165,0.2715698,301.1165361,0.0060207,29.5,Three-way catalyst,N,2.0
53,2020,BMW,330i xDrive Gran Turismo,G439600,11,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24.1,1,Not eqipped,HBMX91003288,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0583529412,2.93,0.0,0.0159609,184.2504781,0.0019344999999999998,48.4,Three-way catalyst,N,3.0
54,2020,BMW,330i xDrive Gran Turismo,G439600,11,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,24.1,1,Not eqipped,HBMX91003291,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0583529412,2.93,0.004732500000000001,0.3806232,322.6429202,0.0053968,27.5,Three-way catalyst,N,2.0
55,2020,BMW,340i xDrive Gran Turismo,G450601,0,HBMXV03.0B58,Car,322,6.0,3.0-B58-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,25.1,1,Not eqipped,HBMX10043794,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,3.0,0.0715555556,2.93,0.01465,0.1875,323.4998,0.0184,27.4,Three-way catalyst,N,2.0
56,2020,BMW,340i xDrive Gran Turismo,G450601,0,HBMXV03.0B58,Car,322,6.0,3.0-B58-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,25.1,1,Not eqipped,HBMX10043795,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.0,0.0715555556,2.93,0.00091,0.0035,199.43,0.005,44.5,Three-way catalyst,N,2.0
57,2020,BMW,340i xDrive Gran Turismo,G450601,1,HBMXV03.0B58,Car,322,6.0,3.0-B58-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,25.1,1,Not eqipped,HBMX10043796,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,3.0,0.0715555556,2.93,0.01995,0.3261,347.23,0.0175,25.5,Three-way catalyst,N,2.0
58,2020,BMW,340i xDrive Gran Turismo,G450601,2,HBMXV03.0B58,Car,322,6.0,3.0-B58-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,25.0,1,Not eqipped,HBMX10043797,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,3.0,0.0715555556,2.93,0.01316,0.2963,335.8,0.0218,26.3,Three-way catalyst,N,2.0
59,2020,BMW,340i xDrive Gran Turismo,G450601,2,HBMXV03.0B58,Car,322,6.0,3.0-B58-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,25.0,1,Not eqipped,HBMX10043798,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.0,0.0715555556,2.93,0.0017,0.0169,211.42,0.0042,41.9,Three-way catalyst,N,2.0
60,2020,BMW,340i xDrive Gran Turismo,G450601,3,HBMXV03.0B58,Car,322,6.0,3.0-B58-F34X,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,25.0,1,Not eqipped,HBMX10043800,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,3.0,0.0715555556,2.93,0.01611,0.3723,355.33,0.0183,24.9,Three-way catalyst,N,2.0
