,Model Year,VehMake,VehModel,Test Vehicle ID,Test Veh Configuration Num,Actual Tested Testgroup,VehType,Rated Horsepower,Num of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,Num of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,Displacement,PWR,Axle Ratio,THC,CO,CO2,NOx,FuelEco,Aftertreatment Device Desc,Averaging Method Cd,KMeans_Cluster
2446,2020,Land Rover,Range Rover Velar,3BJTT072,0,JJLXJ02.0RTX,Both,300,4.0,2.0AJP-18H,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,28.7,1,Not eqipped,JJLX10054803,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0666666667,3.73,0.0051,0.1735,349.9321,0.0117,25.4,Three-way catalyst,N,2.0
2447,2020,Land Rover,Range Rover Velar,3BJTT072,0,JJLXJ02.0RTX,Both,300,4.0,2.0AJP-18H,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,28.7,1,Not eqipped,JJLX10054804,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0666666667,3.73,0.0,0.1383,246.2352,0.002,36.1,Three-way catalyst,N,2.0
2448,2020,Land Rover,Velar,3BJTT016,0,KJLXJ03.0FSP,Both,375,6.0,3.0FPSFC-17,SA,Semi-Automatic,8,Y,4,4-Wheel Drive,2,Top gear ratio < 1,4750,28.6,1,Not eqipped,JJLX10049504,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.0,0.0789473684,3.73,0.0156,0.6422,391.1078,0.0076,22.7,Three-way catalyst,N,2.0
2449,2020,Land Rover,Velar,3BJTT016,0,KJLXJ03.0FSP,Both,375,6.0,3.0FPSFC-17,SA,Semi-Automatic,8,Y,4,4-Wheel Drive,2,Top gear ratio < 1,4750,28.6,1,Not eqipped,JJLX10049505,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.0,0.0789473684,3.73,0.0006,0.1062,268.6534,0.002,33.0,Three-way catalyst,N,2.0
2450,2020,LAND ROVER,VELAR SV-D,3BKTT108,0,LJLXJ05.0FSM,Both,550,8.0,5.0FPSAC-19,SA,Semi-Automatic,8,Y,4,4-Wheel Drive,1,No gear ratio < 1,5000,24.6,1,Not eqipped,LJLX10058170,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.0,0.11,3.23,0.0195,0.3074,459.8928,0.0114,19.3,Three-way catalyst,N,2.0
2451,2020,LAND ROVER,VELAR SV-D,3BKTT108,0,LJLXJ05.0FSM,Both,550,8.0,5.0FPSAC-19,SA,Semi-Automatic,8,Y,4,4-Wheel Drive,1,No gear ratio < 1,5000,24.6,1,Not eqipped,LJLX10058173,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.0,0.11,3.23,0.0136,0.2739,314.3983,0.006,28.3,Three-way catalyst,N,2.0
2452,2020,LAND ROVER,VELAR SV-D,3BKTT108,0,LJLXJ05.0FSM,Both,550,8.0,5.0FPSAC-19,SA,Semi-Automatic,8,Y,4,4-Wheel Drive,1,No gear ratio < 1,5000,24.6,1,Not eqipped,LJLX10058175,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.0,0.11,3.23,0.0206,0.3711,466.7681,0.0121,19.0,Three-way catalyst,N,2.0
2453,2020,LAND ROVER,VELAR SV-D,3BKTT108,0,LJLXJ05.0FSM,Both,550,8.0,5.0FPSAC-19,SA,Semi-Automatic,8,Y,4,4-Wheel Drive,1,No gear ratio < 1,5000,24.6,1,Not eqipped,LJLX10058178,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.0,0.11,3.23,0.0153,0.2888,312.5578,0.0076,28.4,Three-way catalyst,N,2.0
2454,2020,Range Rover,Evoque 240PS,3GKTT015,0,LJLXT02.0RTV,Truck,240,4.0,2.0AJP-18TM,SA,Semi-Automatic,9,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,26.0,1,Not eqipped,LJLX10057975,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0533333333,4.54,0.0045,0.156,354.1257,0.0057,25.1,Three-way catalyst,N,2.0
2455,2020,Range Rover,Evoque 240PS,3GKTT015,0,LJLXT02.0RTV,Truck,240,4.0,2.0AJP-18TM,SA,Semi-Automatic,9,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,26.0,1,Not eqipped,LJLX10057976,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0533333333,4.54,0.0028,0.1407,232.5314,0.0023,38.2,Three-way catalyst,N,2.0
2456,2020,Range Rover,Evoque 300PS,3GKTT022,0,LJLXT02.0RTV,Truck,300,4.0,2.0AJPM-20H,SA,Semi-Automatic,9,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,25.8,1,Not eqipped,LJLX10057977,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0666666667,4.54,0.0052,0.1497,341.536,0.01,26.0,Three-way catalyst,N,2.0
2457,2020,Range Rover,Evoque 300PS,3GKTT022,0,LJLXT02.0RTV,Truck,300,4.0,2.0AJPM-20H,SA,Semi-Automatic,9,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,25.8,1,Not eqipped,LJLX10057978,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0666666667,4.54,0.0023,0.1622,237.8584,0.0023,37.4,Three-way catalyst,N,2.0
2458,2020,Karma,Revero GT,PV2015FE,0,LKALV01.5LEV,Car,228,3.0,B38K15T0,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5250,0.0,1,Not eqipped,LKAL10061408,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.5,0.0434285714,8.5,0.00898,0.60807,271.09774,0.00655,32.7,Three-way catalyst,N,2.0
2459,2020,Karma,Revero GT,PV2015FE,0,LKALV01.5LEV,Car,228,3.0,B38K15T0,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5250,0.0,1,Not eqipped,LKAL10061409,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.5,0.0434285714,8.5,0.00615,0.22759000000000001,235.89002000000002,0.00086,37.6,Three-way catalyst,N,3.0
2460,2020,Karma,Revero GT,PV2015FE,0,LKALV01.5LEV,Car,228,3.0,B38K15T0,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5250,0.0,1,Not eqipped,LKAL10061430,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,1.5,0.0434285714,8.5,0.0018,0.91722,370.398,0.00659,23.9,Three-way catalyst,N,2.0
2461,2020,HYUNDAI,IONIQ,AE7G6VU01AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,32.6,1,Not eqipped,HKMX10042716,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,1.6,0.032,3.05,0.023,0.1723,168.6289,0.0028,52.9,Three-way catalyst,N,3.0
2462,2020,HYUNDAI,IONIQ,AE7G6VU01AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,32.6,1,Not eqipped,HKMX10042718,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,1.6,0.032,3.05,0.011000000000000001,0.0239,150.3389,0.0004,58.9,Three-way catalyst,N,3.0
2463,2020,HYUNDAI,IONIQ,AE7G6VU01AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,32.6,1,Not eqipped,HKMX10042719,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,1.6,0.032,3.05,0.172,0.5289,167.424,0.0313,52.7,Three-way catalyst,N,2.0
2464,2020,HYUNDAI,IONIQ,AE7G6VU01AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,32.6,1,Not eqipped,HKMX10044601,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.6,0.032,3.05,0.0127,0.0521,117.9925,0.005,75.7,Three-way catalyst,N,3.0
2465,2020,HYUNDAI,IONIQ,AE7G6VU01AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,32.6,1,Not eqipped,HKMX10044602,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.6,0.032,3.05,0.0062,0.0558,113.4116,0.0006,79.1,Three-way catalyst,N,3.0
2466,2020,HYUNDAI,IONIQ,AE7G6VU03AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.6,1,Not eqipped,HKMX10042722,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,1.6,0.0308148148,3.05,0.0102,0.0411,171.9777,0.001,52.1,Three-way catalyst,N,3.0
2467,2020,HYUNDAI,IONIQ,AE7G6VU03AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.6,1,Not eqipped,HKMX10042723,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,1.6,0.0308148148,3.05,0.006999999999999999,0.0078,146.9092,0.0005,61.0,Three-way catalyst,N,3.0
2468,2020,HYUNDAI,IONIQ,AE7G6VU03AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.6,1,Not eqipped,HKMX10042724,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,1.6,0.0308148148,3.05,0.1232,0.1689,160.0167,0.0668,55.3,Three-way catalyst,N,2.0
2469,2020,HYUNDAI,IONIQ,AE7G6VU03AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.6,1,Not eqipped,HKMX10044603,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.6,0.0308148148,3.05,0.01,0.0663,117.8826,0.0004,75.7,Three-way catalyst,N,3.0
2470,2020,HYUNDAI,IONIQ,AE7G6VU03AC,0,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.6,1,Not eqipped,HKMX10044604,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.6,0.0308148148,3.05,0.0016,0.0128,114.4685,0.0002,78.5,Three-way catalyst,N,3.0
2471,2020,HYUNDAI,IONIQ,AE7G6VU03AC,1,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.5,1,Not eqipped,HKMX10042766,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,1.6,0.0308148148,3.05,0.0112,0.7067,187.4906,0.0009,47.6,Three-way catalyst,N,2.0
2472,2020,HYUNDAI,IONIQ,AE7G6VU03AC,1,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.5,1,Not eqipped,HKMX10042767,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,1.6,0.0308148148,3.05,0.0113,0.0269,170.1544,0.0008,52.0,Three-way catalyst,N,3.0
2473,2020,HYUNDAI,IONIQ,AE7G6VU03AC,1,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.5,1,Not eqipped,HKMX10042768,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,1.6,0.0308148148,3.05,0.1376,0.4681,182.7428,0.0297,48.2,Three-way catalyst,N,2.0
2474,2020,HYUNDAI,IONIQ,AE7G6VU03AC,1,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.5,1,Not eqipped,HKMX10044605,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.6,0.0308148148,3.05,0.0083,0.0308,131.0651,0.0016,68.3,Three-way catalyst,N,3.0
2475,2020,HYUNDAI,IONIQ,AE7G6VU03AC,1,HKMXV01.6D43,Car,104,4.0,G4LE-AC,AM,Automated Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,32.5,1,Not eqipped,HKMX10044606,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.6,0.0308148148,3.05,0.0018,0.0129,126.8179,0.0001,70.4,Three-way catalyst,N,3.0
2476,2020,Kia,Cadenza,YG-U0L3GA078F,0,LKMXV03.3FJ6,Car,290,6.0,G6DM-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,27.9,1,Not eqipped,LKMX10060447,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.3,0.0725,3.32,0.0201,0.1437,345.6699,0.0059,25.9,Three-way catalyst,H,2.0
2477,2020,Kia,Cadenza,YG-U0L3GA078F,0,LKMXV03.3FJ6,Car,290,6.0,G6DM-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,27.9,1,Not eqipped,LKMX10060448,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.3,0.0725,3.32,0.0011,0.0085,223.7302,0.0016,40.1,Three-way catalyst,H,2.0
2478,2020,Kia,Cadenza,YG-U0L3GA078F,1,LKMXV03.3FJ6,Car,290,6.0,G6DM-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,28.0,1,Not eqipped,LKMX10060449,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.3,0.0725,3.32,0.0156,0.0891,351.1104,0.0075,25.6,Three-way catalyst,H,2.0
2479,2020,Kia,Cadenza,YG-U0L3GA078F,1,LKMXV03.3FJ6,Car,290,6.0,G6DM-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,28.0,1,Not eqipped,LKMX10060450,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.3,0.0725,3.32,0.0014,0.0085,220.0556,0.0017,40.8,Three-way catalyst,H,2.0
2480,2020,KIA,CK,CK8L3HU05AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,26.2,1,Not eqipped,JKMX91003589,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.3,0.08588235289999999,3.54,0.0189218,0.4302187,377.3507588,0.010231700000000002,23.6,Three-way catalyst,N,2.0
2481,2020,KIA,CK,CK8L3HU05AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,26.2,1,Not eqipped,JKMX91003590,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.3,0.08588235289999999,3.54,0.0034265999999999997,0.006554000000000001,251.0883062,0.0029052,35.5,Three-way catalyst,N,2.0
2482,2020,KIA,CK,CK8L3HU05AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,26.2,1,Not eqipped,JKMX91003602,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.3,0.08588235289999999,3.54,0.019674200000000003,0.3892802,376.2826441,0.0108163,23.6,Three-way catalyst,N,2.0
2483,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10047818,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.3,0.08111111110000001,3.54,0.0205,0.3327,382.7551,0.004,23.2,Three-way catalyst,N,2.0
2484,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10047819,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.3,0.08111111110000001,3.54,0.0014,0.0035,257.2099,0.0003,34.6,Three-way catalyst,N,2.0
2485,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10047820,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,3.3,0.08111111110000001,3.54,0.0117,0.109,387.3033,0.0105,23.0,Three-way catalyst,N,2.0
2486,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10047821,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,3.3,0.08111111110000001,3.54,0.0073,0.0176,409.6765,0.0033,21.7,Three-way catalyst,N,2.0
2487,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10047822,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,3.3,0.08111111110000001,3.54,0.1648,0.6236,430.4011,0.0059,20.6,Three-way catalyst,N,2.0
2488,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10057044,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,3.3,0.08111111110000001,3.54,0.0485,0.3643,463.6718,0.016,19.4,Three-way catalyst,N,2.0
2489,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10057046,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,3.3,0.08111111110000001,3.54,0.0035,0.0113,311.9534,0.0027,28.9,Three-way catalyst,N,2.0
2490,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10057048,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,3.3,0.08111111110000001,3.54,0.0271,0.16,390.6248,0.006999999999999999,23.1,Three-way catalyst,N,2.0
2491,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10057051,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,3.3,0.08111111110000001,3.54,0.005,0.0122,547.6895,0.0067,16.5,Three-way catalyst,N,2.0
2492,2020,KIA,CK,CK8L3HU07AC,0,JKMXV03.34Y6,Car,365,6.0,G6DP-AC,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,26.2,1,Not eqipped,JKMX10057054,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,3.3,0.08111111110000001,3.54,0.1411,0.7923,535.65,0.0057,16.7,Three-way catalyst,N,2.0
2493,2020,KIA,Forte,BD5U0G6TD004F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,35.9,1,Not eqipped,LKMX10057145,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,1.6,0.0595555556,3.61,0.0238,0.5755,276.3792,0.0133,32.6,Three-way catalyst,N,2.0
2494,2020,KIA,Forte,BD5U0G6TD004F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,35.9,1,Not eqipped,LKMX10057146,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,1.6,0.0595555556,3.61,0.0046,0.2426,293.5342,0.0047,30.7,Three-way catalyst,N,2.0
2495,2020,KIA,Forte,BD5U0G6TD004F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,35.9,1,Not eqipped,LKMX10057147,MFR,No,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,1.6,0.0595555556,3.61,0.0774,0.6956,329.9194,0.006999999999999999,27.0,Three-way catalyst,N,2.0
2496,2020,KIA,Forte,BD5U0G6TD004F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,35.9,1,Not eqipped,LKMX10057632,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.6,0.0595555556,3.61,0.0135,0.364,261.7753,0.0165,34.2,Three-way catalyst,N,2.0
2497,2020,KIA,Forte,BD5U0G6TD004F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,35.9,1,Not eqipped,LKMX10057633,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.6,0.0595555556,3.61,0.0006,0.0778,181.5908,0.001,49.3,Three-way catalyst,N,3.0
2498,2020,KIA,Forte,BD5U0G6TM002F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,43.2,1,Not eqipped,LKMX10057148,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,1.6,0.0618461538,4.47,0.0193,0.3912,282.514,0.0193,31.8,Three-way catalyst,N,2.0
2499,2020,KIA,Forte,BD5U0G6TM002F,0,LKMXV01.6CC5,Car,201,4.0,G4FJ-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,43.2,1,Not eqipped,LKMX10057149,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,1.6,0.0618461538,4.47,0.022000000000000002,0.1641,192.7927,0.0012,46.7,Three-way catalyst,N,2.0
2500,2020,KIA,Forte,BD9N0GU01AC,1,KKMXV02.0CE3,Car,147,4.0,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,26.4,1,Not eqipped,KKMX10053848,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.04704,4.89,0.0104,0.3577,232.3755,0.0013,38.7,Three-way catalyst,N,2.0
2501,2020,KIA,Forte,BD9N0GU01AC,1,KKMXV02.0CE3,Car,147,4.0,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,26.4,1,Not eqipped,KKMX10053849,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.04704,4.89,0.0009,0.0692,147.5172,0.0028,60.8,Three-way catalyst,N,3.0
2502,2020,KIA,Forte,BD9N0GU01AC,3,LKMXV02.0CE3,Car,147,4.0,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.3,1,Not eqipped,LKMX10057953,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0452307692,4.89,0.0108,0.3264,253.5496,0.0011,35.3,Three-way catalyst,N,2.0
2503,2020,KIA,Forte,BD9N0GU01AC,3,LKMXV02.0CE3,Car,147,4.0,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.3,1,Not eqipped,LKMX10057954,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0452307692,4.89,0.0008,0.0423,166.6808,0.0033,53.7,Three-way catalyst,N,3.0
2504,2020,KIA,Forte,BD9N0GU01AC,3,LKMXV02.0CE3,Car,147,4.0,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.3,1,Not eqipped,LKMX10057955,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.0452307692,4.89,0.0127,0.4796,252.1653,0.0009,35.5,Three-way catalyst,N,2.0
2505,2020,KIA,Forte,BD9N0GU01AC,3,LKMXV02.0CE3,Car,147,4.0,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,26.3,1,Not eqipped,LKMX10057956,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,0.0452307692,4.89,0.0015,0.073,166.7289,0.0041,53.7,Three-way catalyst,N,3.0
2506,2020,KIA,Forte,BD9N0GU02AC,0,KKMXV02.0CE5,Car,147,4.0,G4NH-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,38.4,2,"Equipped, not shifted by SIL",KKMX10053857,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,0.049,4.33,0.0086,0.1388,251.2324,0.009000000000000001,35.8,Three-way catalyst,N,2.0
