,Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Actual Tested Testgroup,Vehicle Type,Rated Horsepower,Num of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,Num of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,Test Veh Displacement (L),Axle Ratio,PWR,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),FuelEco,FE_UNIT,Police - Emergency Vehicle?,Averaging Method Cd,Averging Method Desc,KMeans_Cluster
0,2021,aston martin,ASX,Aston Martin,DB11,500TT5148,0,HASXV05.2AM5,Car,600,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,HASX10045047,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.2,2.7,0.1333333333,0.0247,0.418,466.87,0.0249,18.8,MPG,N,N,No averaging,3.0
1,2021,aston martin,ASX,Aston Martin,DB11,500TT5148,0,HASXV05.2AM5,Car,600,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,HASX10045048,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.2,2.7,0.1333333333,0.001155,0.067334,285.0,0.011000000000000001,30.9,MPG,N,N,No averaging,3.0
2,2021,aston martin,ASX,Aston Martin,DB11 V8,562TT5348,0,JASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,JASX10050824,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,2.7,0.11177777779999999,0.0265,0.07,386.66,0.028999999999999998,22.7,MPG,N,N,No averaging,3.0
3,2021,aston martin,ASX,Aston Martin,DB11 V8,562TT5348,0,JASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,22.2,1,Not eqipped,JASX10050825,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,2.7,0.11177777779999999,0.0005,0.03,259.74,0.002,33.8,MPG,N,N,No averaging,3.0
4,2021,aston martin,ASX,Aston Martin,DBS,7002PT7056,0,KASXV05.2AM5,Car,715,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,23.0,1,Not eqipped,KASX10055440,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,5.2,2.93,0.1588888889,0.0422,0.9848,499.69,0.0262,17.7,MPG,N,N,No averaging,3.0
5,2021,aston martin,ASX,Aston Martin,DBS,7002PT7056,0,KASXV05.2AM5,Car,715,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,23.0,1,Not eqipped,KASX10055442,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,5.2,2.93,0.1588888889,0.0,0.0425,290.25,0.006999999999999999,30.6,MPG,N,N,No averaging,3.0
6,2021,aston martin,ASX,Aston Martin,DBX,8001PT8342,1,MASXJ04.0AEX,Both,550,8.0,177950,A,Automatic,9,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,21.0,1,Not eqipped,MASX10065716,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,3.06,0.1,0.0018,0.1,524.222,0.005,16.9,MPG,N,N,No averaging,3.0
7,2021,aston martin,ASX,Aston Martin,DBX,8001PT8342,1,MASXJ04.0AEX,Both,550,8.0,177950,A,Automatic,9,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,21.0,1,Not eqipped,MASX10065717,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,3.06,0.1,0.0009,0.03,351.329,0.003,25.2,MPG,N,N,No averaging,3.0
8,2021,aston martin,ASX,Aston Martin,Vantage Manual,6031PT6102,0,LASXV04.0AES,Car,503,8.0,177950,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,31.0,1,Not eqipped,LASX10061354,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,3.73,0.1298064516,0.0283,0.6,516.29,0.022000000000000002,17.4,MPG,N,N,No averaging,3.0
9,2021,aston martin,ASX,Aston Martin,Vantage Manual,6031PT6102,0,LASXV04.0AES,Car,503,8.0,177950,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,31.0,1,Not eqipped,LASX10061355,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,3.73,0.1298064516,0.00889,0.46,306.15,0.0041,29.3,MPG,N,N,No averaging,3.0
10,2021,aston martin,ASX,Aston Martin,Vantage V8,600TT6106,0,KASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.1,1,Not eqipped,KASX10053280,MFR,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,4.0,2.93,0.12575,0.0261,0.16,393.76,0.015,22.5,MPG,N,N,No averaging,3.0
11,2021,aston martin,ASX,Aston Martin,Vantage V8,600TT6106,0,KASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.1,1,Not eqipped,KASX10053301,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,4.0,2.93,0.12575,0.0085,0.08,259.04,0.044000000000000004,34.3,MPG,N,N,No averaging,3.0
12,2021,BMW,BMX,BMW,228i Gran Coupe,7F72606,0,MBMXJ02.0B4X,Both,228,4.0,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066519,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.95,0.0608,0.006645,0.2468089,278.7595253,0.0024674,31.5,MPG,N,N,No averaging,2.0
13,2021,BMW,BMX,BMW,228i Gran Coupe,7F72606,0,MBMXJ02.0B4X,Both,228,4.0,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066520,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.95,0.0608,0.0006490000000000001,0.0029978,175.49532040000003,0.0023005,50.2,MPG,N,N,No averaging,2.0
14,2021,BMW,BMX,BMW,228i Gran Coupe,7F72606,1,MBMXJ02.0B4X,Both,228,4.0,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066437,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.95,0.0608,0.0050199,0.2178812,287.6702787,0.0021871,30.5,MPG,N,N,No averaging,2.0
15,2021,BMW,BMX,BMW,228i Gran Coupe,7F72606,1,MBMXJ02.0B4X,Both,228,4.0,B46A20O1F44S,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,27.4,1,Not eqipped,MBMX10066440,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.95,0.0608,2.9999999999999997e-05,0.0015,191.3054,0.0021,46.0,MPG,N,N,No averaging,2.0
16,2021,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062748,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.95,0.0588387097,0.007389199999999999,0.18433429999999998,296.47228939999997,0.0048707,29.7,MPG,N,N,No averaging,2.0
17,2021,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062749,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.95,0.0588387097,0.00041150000000000003,0.0010222999999999999,182.9377615,0.0036323999999999996,48.0,MPG,N,N,No averaging,2.0
18,2021,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062750,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.95,0.0588387097,0.0005331,0.0,194.3658064,0.0048682,45.3,MPG,N,N,No averaging,2.0
19,2021,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,27.4,1,Not eqipped,LBMX10062751,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.95,0.0588387097,0.0070675,0.19850820000000002,302.30541439999996,0.0092353,29.1,MPG,N,N,No averaging,2.0
20,2021,BMW,BMX,BMW,230i Convertible,V646702,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX10043924,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.062,0.0009199999999999999,0.0829,195.26,0.0019,45.8,MPG,N,N,No averaging,2.0
21,2021,BMW,BMX,BMW,230i Convertible,V646702,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX10044021,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.062,0.0031899999999999997,0.1754,293.74,0.0047,30.3,MPG,N,N,No averaging,2.0
22,2021,BMW,BMX,BMW,230i Convertible,V646702,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX91003278,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.062,0.0035086999999999996,0.454953,311.4590798,0.006574299999999999,28.6,MPG,N,N,No averaging,2.0
23,2021,BMW,BMX,BMW,230i Convertible,V646702,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,25.2,1,Not eqipped,HBMX91003279,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.062,0.0,0.0224097,189.59042119999998,0.002859,46.9,MPG,N,N,No averaging,2.0
24,2021,BMW,BMX,BMW,230i Convertible,V646702,2,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,HBMX10043921,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.062,0.00465,0.4268,285.88,0.0039,31.1,MPG,N,N,No averaging,2.0
25,2021,BMW,BMX,BMW,230i Convertible,V646702,2,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,HBMX10043922,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.062,0.00014,0.0224,185.57,0.0026,48.0,MPG,N,N,No averaging,2.0
26,2021,BMW,BMX,BMW,230i Convertible,V646702,3,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,24.8,1,Not eqipped,HBMX10043923,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.062,0.00484,0.28600000000000003,306.3251,0.005,29.1,MPG,N,N,No averaging,2.0
27,2021,BMW,BMX,BMW,230i Coupe,V635700,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,37.0,1,Not eqipped,HBMX91003240,EPA,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,2.0,3.91,0.0684137931,0.0049324,0.2337029,337.1654796,0.0051066,26.4,MPG,N,N,No averaging,2.0
28,2021,BMW,BMX,BMW,230i Coupe,V635700,0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,37.0,1,Not eqipped,HBMX91003241,EPA,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,3.91,0.0684137931,0.00038960000000000004,0.016187299999999998,192.93937580000002,0.0017963,46.1,MPG,N,N,No averaging,2.0
29,2021,BMW,BMX,BMW,230i Coupe,V635700,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,36.5,1,Not eqipped,HBMX10043306,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,3.91,0.0684137931,0.00398,0.183,329.23,0.0079,26.9,MPG,N,N,No averaging,2.0
30,2021,BMW,BMX,BMW,230i Coupe,V635700,1,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,36.5,1,Not eqipped,HBMX10043308,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,3.91,0.0684137931,0.00018,0.0165,188.88,0.0029,46.8,MPG,N,N,No averaging,2.0
31,2021,BMW,BMX,BMW,230I COUPE,VD10025,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,34.5,1,Not eqipped,LBMX10057588,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0661333333,0.0036211,0.2281775,289.08984669999995,0.006814399999999999,30.5,MPG,N,N,No averaging,2.0
32,2021,BMW,BMX,BMW,230I COUPE,VD10025,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,34.5,1,Not eqipped,LBMX10057622,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.0661333333,0.0,0.0108045,191.8092999,0.0028706,46.0,MPG,N,N,No averaging,2.0
33,2021,BMW,BMX,BMW,230I COUPE,VD10025,1,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,34.5,1,Not eqipped,LBMX10057624,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0661333333,0.006539199999999999,0.3559618,306.73436760000004,0.00675,28.7,MPG,N,N,No averaging,2.0
34,2021,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057649,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0583529412,0.0043628,0.3962343,348.3918656,0.0038294000000000006,25.3,MPG,N,N,No averaging,2.0
35,2021,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057901,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0583529412,0.0066871000000000005,0.3180505,331.0131394,0.0045083,26.6,MPG,N,N,No averaging,2.0
36,2021,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057915,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.0583529412,0.0003589,0.0344133,214.1924082,0.0017204,41.2,MPG,N,N,No averaging,2.0
37,2021,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,1,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,24.8,1,Not eqipped,LBMX10057900,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0583529412,0.0054115000000000005,0.2606075,345.86795939999996,0.0058468999999999995,25.5,MPG,N,N,No averaging,2.0
38,2021,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057882,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.064,0.0061146,0.21796590000000002,315.3233514,0.0057666,28.0,MPG,N,N,No averaging,2.0
39,2021,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057898,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.064,0.0064702,0.48654189999999997,314.0032169,0.0053771999999999995,28.0,MPG,N,N,No averaging,2.0
40,2021,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057899,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.064,0.0001805,0.0223713,198.2269947,0.0021003,44.6,MPG,N,N,No averaging,2.0
41,2021,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,1,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.8,1,Not eqipped,LBMX10057627,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.064,0.004319699999999999,0.3100879,333.43444280000006,0.006414399999999999,26.5,MPG,N,N,No averaging,2.0
43,2021,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062828,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2.0,3.23,0.042588235300000006,0.0021892,0.5812455,341.6419047,0.0037671999999999996,25.6,MPG,N,N,No averaging,2.0
44,2021,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10062829,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2.0,3.23,0.042588235300000006,0.00041739999999999995,0.08580800000000001,294.7770979,0.007719499999999999,29.8,MPG,N,N,No averaging,2.0
47,2021,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10063115,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,3.23,0.042588235300000006,0.00548,0.5862,260.8247,0.0017,33.5,MPG,N,N,No averaging,2.0
48,2021,BMW,BMX,BMW,330e,FH19878,0,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20S,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,28.8,1,Not eqipped,MBMX10063116,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,3.23,0.042588235300000006,4e-05,0.0247,190.9187,0.0029,46.0,MPG,N,N,No averaging,2.0
51,2021,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062799,MFR,No,95,SC03,61,Tier 2 Cert Gasoline,SC03,2.0,3.23,0.040222222200000005,0.0031298000000000003,0.9666094000000001,416.9023646,0.0030424,21.0,MPG,N,N,No averaging,3.0
52,2021,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10062819,MFR,No,90,US06,61,Tier 2 Cert Gasoline,US06,2.0,3.23,0.040222222200000005,0.0014348,0.4660965,316.65736810000004,0.0074105,27.7,MPG,N,N,No averaging,2.0
54,2021,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10063112,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,3.23,0.040222222200000005,0.00454,0.5262,285.3612,0.002,30.7,MPG,N,N,No averaging,2.0
55,2021,BMW,BMX,BMW,330e xDrive,AK22515,1,MBMXJ02.0H30,Both,181,4.0,XB1142O1G20X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,28.8,1,Not eqipped,MBMX10063113,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,3.23,0.040222222200000005,2e-05,0.0226,202.4443,0.0034,43.5,MPG,N,N,No averaging,2.0
56,2021,BMW,BMX,BMW,330i,AE81240,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056048,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0658064516,0.007918000000000001,0.138356,259.672,0.0064165,34.0,MPG,N,N,No averaging,2.0
57,2021,BMW,BMX,BMW,330i,AE81240,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056049,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.0658064516,0.0006900000000000001,0.01875,169.73,0.00335,52.1,MPG,N,N,No averaging,2.0
58,2021,BMW,BMX,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10055991,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.0658064516,0.00013440000000000001,0.009162100000000001,170.757,0.0034842,51.8,MPG,N,N,No averaging,2.0
59,2021,BMW,BMX,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056050,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0658064516,0.008094,0.158485,261.39599999999996,0.0058635,33.9,MPG,N,N,No averaging,2.0
60,2021,BMW,BMX,BMW,330i,AE81240,1,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056052,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0658064516,0.008933,0.273618,265.0,0.010461,33.4,MPG,N,N,No averaging,2.0
61,2021,BMW,BMX,BMW,330i,AE81240,2,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10055993,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.0658064516,0.00029610000000000004,0.0088594,177.665,0.003457,49.7,MPG,N,N,No averaging,2.0
62,2021,BMW,BMX,BMW,330i,AE81240,2,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,24.0,1,Not eqipped,KBMX10056054,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.0658064516,0.006204,0.13333399999999998,254.61900000000003,0.005753,34.7,MPG,N,N,No averaging,2.0
63,2021,BMW,BMX,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056055,MFR,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,2.0,2.81,0.06375,0.007104000000000001,0.161214,276.64099999999996,0.004519,31.9,MPG,N,N,No averaging,2.0
64,2021,BMW,BMX,BMW,330i xDrive,AE82448,0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,24.0,1,Not eqipped,KBMX10056056,MFR,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,2.0,2.81,0.06375,0.000522,0.019147,180.09099999999998,0.0029519999999999998,49.2,MPG,N,N,No averaging,2.0
